날짜,제목
21.02.23,20명 10만원씩 구원. 계좌
21.02.23,시발 노트북 부셨다
21.02.23,아빠 빡쳐서 화장실 문 부셔버림 ㅅㅂ.jpg
21.02.23,부모님 없으시면 계좌번호
21.02.23,10명 55만원 빠르게뿌리고 저녁먹으러감
21.02.23,5만원 구제 5명만 함
21.02.23,지금 비트코인 떨어지는게 전혀 안 무서운 이유 .
21.02.23,구제 딱 30명해준다
21.02.23,??? : 저거 어제 수익 인증하던 빗갤 고닉 아니냐?
21.02.23,손가락 자른거 인증
21.02.23,야 지금 그게중요한게아니다 그것이알고싶다 나갈수도있음
21.02.23,한달후 가격 알려준다.jpg
21.02.23,ㄹㅇ 씹하락장인데 기분좋은이유...TXT
21.02.23,그 와중 힛갤 돈벌러온 코린이 근황.jpg
21.02.23,추천대로 아크 샀고 2000에 예약매도 걸어놨음
21.02.23,념글 가면 첫 댓은 40 나머지 5~3만원(20명 개추박아
21.02.23,구라안까고 지금수익이다 추천누르고 댓글 10만원 10명 준다
21.02.23,자기전에 50만원 한번더 나눔한다
21.02.23,힘들제~? 뽀찌 10명 10만 간다
21.02.23,진짜 그지들 많네 푼돈 받아가라
21.02.23,기분좋다 선착30명 100씩간다
21.02.23,이번달 대박났다 10명 10만원쏜다
21.02.23,선착 20명 50씩
21.02.23,9억벌었다 20명 100만원씩 쏜다
21.02.23,찐반인 이유
21.02.22,이쯤에서 코인갤 여론조사 간다.....JPG
21.02.22,코인판 뜨면서 몇자적는다. 30만원 10명
21.02.22,솔직히 사나이테스트 버틴 새끼들만 개추.JPG
21.02.22,코인판 뜬다 딱 30명 50씩 뿌린다 개추박1아라
21.02.22,념글가면나눔) 10만원 10명
21.02.22,인증)마지막 한명만 백만원 주고 간다
21.02.22,나눔) 오늘 잃은사람만 계좌달어
21.02.22,오늘 부로 코인 떠난다. 그동안 수익번거 나눔한다. 선착순 추천순대로 줌
21.02.22,마지막으로 나눔하고 쉬러간다
21.02.22,10분안에 념글가면 여기 댓글단 놈들
21.02.22,와시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 드디어 돈벌었다 (100만원 7명추첨나눔)
21.02.22,최근 코인판 유입된 코린이들 근황....jpg
21.02.22,자칭 인서울경제학과 시드100도없는 거지새끼 념글이 웃긴이유
21.02.22,가상화폐 이 광기의 끝이 어딘지 궁금하다
21.02.22,죽고싶다 학식충 편돌이 1년해서 벌은돈 다 꼻았다 개념글 함 보내줘라
21.02.22,나다 또왔다 5명구제간다
21.02.22,5억딴기념 30명 100만원 구제간다
21.02.22,부모님 없으면 계좌번호 작성
21.02.22,[3차찐막] 7명 27만원 보내고 자러감
21.02.22,7명 54만원 빠르게 나눔하거 자러간다
21.02.21,[20명 선착]계좌 + 념글 = 20명 10만원
21.02.21,인증)100억 달성기념 1억뿌리고 자러간다 추천 박1아라
21.02.21,3만원이라도 구제받을 사람 30명 입금해준다
21.02.21,개시발련들아 이정도면 개념글보내줄수있냐?
21.02.21,20명 200만원씩 쏘고 코인 접는다 개추 누르고 계좌 달어
21.02.21,장 노잼이네 5명 추가 입금 간다
21.02.21,21년 유입들 특징..jpg
21.02.20,나만의 투자 방법 공유한다.jpg
21.02.20,지금 BJ들 비트코인 하는거 딱 이 느낌임..jpg
21.02.20,[나눔] 펀디엑스 평단 0.2 지금 털고나왔습니다
21.02.20,주작이라 ㅈㄹ떤는놈 다 제외하고 입금했다 추천 박아라 번만큼 나눔한다.
21.02.20,60명 입금 완료 40명만 더 간다 추천 박아라
21.02.20,추천 17명 입금됬다 아직 좀더 뿌린다 추천수 박아라
21.02.20,1억으로 9억 벌고나간다 추천후 계좌남겨라
21.02.20,[나눔] 수익실현 나눔합니다..jpg
21.02.20,오늘늘 한번더 간다 조용히 추천 박아라
21.02.20,■■■학식고래 시드 인증 구라다■■■
21.02.20,이게다 코인하는 비제이 병신시발련들 때문임
21.02.20,코린이 한달만에 6천->10억 졸업한다. 천만원 뿌리고감
21.02.20,나눔)저에겐 너무 과분한돈이 생겨서 여러분과 나누고 싶습니다......
21.02.20,[3차] 100만원씩 30명 구제 시작 ㄱㄱ
21.02.20,우리 코린이들 형이 인심쓴다 조금이라도 손실난거 복구해라. 조용히 추천
21.02.20,“아빠! 아빠는 왜 그때 비트코인 안샀어??”
21.02.20,[20명 선착]계좌 + 념글 = 20명 10만원
21.02.19,10000btc 소유자 기부천사다
21.02.19,씨발 페이코인 떡상 시그널 떴다
21.02.19,보라 나보다 물린애들 추천해봐라 c발놈들아
21.02.19,이제 조금 진정 된 거 같아요
21.02.19,페이코인 물린놈들아 호재알려준다 귀담아들어라
21.02.19,페이코인 진짜 1달러라고 못박았네 ㅋㅋㅋㅋㅋㅋㅋㅋ
21.02.19,페이코인 차트 분석해왔다.jpg
21.02.19,비트코인 입금 주소입니다.
21.02.19,부모님께 돈 잃었다고 설명드리고 왔어요...
21.02.19,급등주 물린애들이 현실을 받아들이는 단계...jpg
21.02.19,나눔) 딱 한명 1억 드립니다.
21.02.19,돈벌러온 코린이의 최후......jpg
21.02.19,100억 달성기념 1억뿌리고 자러간다 추천 박1아라
21.02.19,학식충 100만원 => 2억 코인 일대기
21.02.18,주x) 연애하고 있거나 해본 사람들만.jpg
21.02.18,실시간 보라 악재떴다 ㅎㄷㄷ;;
21.02.18,보라 익절 타이밍 알려준다
21.02.18,페이코인으로 5억먹었습니다!! 10만 나눔
21.02.18,5명 10만원씩 빠르게 구제 빨리와
21.02.18,9억8천 입금 인증
21.02.18,보라 물린애들아 아직 희망있다....jpg
21.02.18,"4일전에 ""람보르기니 메타""(람다+보라)밀던 놈이다."
21.02.18,큰일났다 페이코인 7000선 호재 떴다 ㅎㄷㄷ.jpg
21.02.18,페이코인으로 12억 벌었다. 코인판 뜨기전에 20명 딱 구제하고 뜹니다.
21.02.18,100억 인증있음 선착순 20명 구제간다
21.02.18,수익인증하고 구제들간다
21.02.18,념글가면 선착순 10명
21.02.18,나눔받은애들 왜 인증안함
21.02.18,수익인증! 10명 10장 선착
21.02.18,10만원 3차 당첨자 선별.jpg
21.02.18,10만원 10명간다
21.02.18,난 야수의 심장이다 개추박아라
21.02.18,10명 10만원씩 쏜다 념글 올려라
21.02.18,페이코인으로 최소한 시드 50퍼 불렸다 추천 vs 50퍼미만이다 비추
21.02.18,페이코인 처분 전 스샷 인증+10명구제이벤트...jpg
21.02.18,내말듣고 페이3300 전재산박은 친구한테 전화오는중ㅋㅋ
21.02.18,왕세력) 30억나눔 받은애들은 뭐하냐?
21.02.18,어제 수익인증하고 10명구제간다 ㅋㅋ .jpg
21.02.18,■■학식고래■■ 당첨자발표2
21.02.18,왕세력) 1000조 사나이 왕세력 30억 더 뿌린다
21.02.18,5명 치킨 보냄. 2차 당첨자 선별.jpg
21.02.18,■■학식고래■■ 당첨자 발표!
21.02.18,2만원 10명
21.02.18,3명만 구제해준다. 5만원씩.jpg
21.02.18,■■학식고래■■ 수익기념 1차나눔
21.02.18,수익인증합니다. 이벤트안내
21.02.18,300이상 잃은새끼만 들어와라
21.02.18,오늘 수익 10명한테 1%씩 보내준다.
21.02.18,페이코인으로 1장벌었네요 쏩니다
21.02.18,왕세력) 지금 잡코 불장 내가만들었다
21.02.18,메디로 6천먹엇다 ㅋㅋㅋㅋ 선착순 20명 10쏜다
21.02.18,누가자꾸삭제함? 100억벌었다. 10만원 10명선착순
21.02.18,페이코인 180원에산거 3300에 풀매도했다
21.02.18,비트코인으로 4400벌었다 계좌 남겨라 10씩 보내줌
21.02.18,코인이름이 아하 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋ
21.02.18,7000억먹었따.한명당100만씩선착100명 추천 ㄱ
21.02.18,구원해준다 추천계좌ㄱㄱ
21.02.18,코인으로 2조 주식으로 8000억 벌었다 계좌남겨라
21.02.18,코인으로 5400억 주식으로 1300억 벌었다 계좌남겨라
21.02.18,인증有) 어제오늘 페코덕에 1조채우고 코인판뜬다. 구제몇놈해줄테니 들오셈
21.02.18,코인으로 20억 벌었다.
21.02.18,평생 쓸돈 모아서 10분께 200만원씩 드립니다
21.02.18,코인판 떠난다 10인 10나눔간다
21.02.18,1200억 형이다 못믿는애들 많아서 인증한다
21.02.18,코인으로 2400억 벌었다 건물한채 일단 사고 100만원씩 구제간다
21.02.18,이벤트 당첨자 발표 + 5명 50만원 나눠준다
21.02.18,념글 8억 성자. 추첨해서 보냈고 10명 더 간다
21.02.18,추천댓글계좌 10명10만원 + 저번이벤트당첨자발표
21.02.18,코인으로 1200억 벌었다 계좌 적어라
21.02.18,8억 벌었다. 10명 추첨 30만원
21.02.18,노래 잘아는 사람들 질문좀들어줘
21.02.18,추천댓글계좌10명10만원
21.02.18,ㅋㅋㅋㅋ 추천박고 계좌 달아라
21.02.18,추천 댓글 계좌 10명
21.02.18,두시간도안돼서 천만원벌음 개추 계좌 ㄱ
21.02.18,병신들 페이코인 지금 던지고 울부짖지나마라.
21.02.18,ㅋ?페코 왜이럼?ㅋㅋㅋ
21.02.18,야 나 개념글이라도 줘 눈물난다
21.02.18,선착순 7명 50만원씩 뿌린다 페이로먹음
21.02.18,아직도 상황이 이해가 안되냐???ㅋㅋ
21.02.18,페이코인 9시상황.....gif
21.02.18,코인판 5년차 느낀점
21.02.18,대구김강훈입니다! 일단 방금 한분 보내드렸습니다
21.02.18,대구김강훈입니다!^^ 저번처럼 50만원씩 구제 갑니다.
21.02.18,450먹었다 구제감 인증.
21.02.18,지금 장에서 ㄹㅇ 좆된애들....jpg
21.02.17,개념올려라 수익인증간다
21.02.17,내친구 황민후 오늘200프로 수익봤다 뽀찌받은거 10명간다
21.02.17,펀디로 90%먹어서 기분좋아서 10명 구제감
21.02.17,플레이뎁 19층이다 (조언및 10만원 랜덤으로 준다)
21.02.17,-20% 이상인 야수의심장만 개추...
21.02.17,비트코인 수익률 1000% 달성기념 50명 치킨값 쏜다
21.02.17,계좌 불러라
21.02.17,플레이뎁 19층이다 계좌 적어라
21.02.17,페이코인 차트 분석 가져왔다.jpg
21.02.17,■■선규형이다 념글가야 보내준다고했는데 념글못갔더라 다시간다■■
21.02.17,■오늘페이코인 고맙다얘들아념글가면 휫자한판씩 돌린다 ㅋㅋ 계좌 적어라 ■
21.02.17,나도 수익나눔이란걸 해보네 계좌 GOGO!
21.02.17,제일 절박한놈 10명만 10만원씩 돌린다 개추박아라
21.02.17,투표) 오늘 수익봣다 vs 손해봣다
21.02.17,잔고 10억 100만원 뿌린다
21.02.17,페이코인으로 50억 먹었다 추천댓글
21.02.17,페이코인 구조대 상황....jpg
21.02.17,페이코인 1800 물린애들 희소식 떴다.jpg
21.02.17,페이코인으로 피자시켰었다...죽고싶다....
21.02.17,페이코인 관망충들 상황.........jpg
21.02.16,치직.....2024년....치지직.... 미래에서...치직..왔습니다.
21.02.16,좆플 잘가 ㅋㅋㅋㅋㅋㅋ
21.02.16,치직.....2024년....치지직.... 미래에서...치직..왔습니다.
21.02.16,뭐?빗갤 언급없으면 사면된다고????
21.02.16,좆됐다 비트 떡락시그널떴다 이건진짜 심한데
21.02.16,ㅋㅋㅋ3년존버 내 자산 ㅍㅌㅊ?
21.02.16,파워렛저 날아간다!! 수익률 봐라ㅋㅋㅋㅋㅋ
21.02.15,[나눔] 인증 해줘서 한번 더 할게. 1명 30만원 줄게.
21.02.15,형오늘 기분좋다 ㅇㅇ 20만씩 뿌릴꼐 5명
21.02.15,리플 관련 소식
21.02.15,리플을 사야되는 이유.txt
21.02.15,코린이들을 위해 코인으로 쉽게 돈 버는법 알려준다.txt
21.02.15,이번 하락장이 폭락장이 아닌 이유.real
21.02.15,카카오 살때도 SK이노 살때도 병신이라고 놀렸던 너희들.. 리플에서 만나
21.02.15,속보) 리플 sec 패소 좆됐다 ㄷㄷ ...jpg
21.02.15,업비트 출금안되길래 사무실찾아갓다
21.02.15,100만원 추첨 발표 (4차)
21.02.15,100만원 추첨 발표 (3차)
21.02.15,이쯤에서 다시보는.. 찐폭락때의 빗갤 상황.legend
21.02.15,■■■■■학식고래형이다■■■■■■
21.02.15,-10% 이상만 치킨정도 구제해줄게..jpg
21.02.15,■■학식고래■■ 긴급 학고지원금!
21.02.15,야 나 잘테니까 오미세고 10000원가면 깨워라
21.02.15,긴 말 안함/ 계좌달어/ 10만 5명
21.02.15,념글가면 비트코인 강간함
21.02.15,일론 머스크 트윗떳네여.........
21.02.15,지금 빗갤 현상황.jpg
21.02.15,딱 30명 명당 15만원 뿌린다
21.02.15,추천후 계좌 올려 10만 10명 구제간다
21.02.15,오늘 잃은사람 많을것 같은데 치킨쏜다
21.02.15,사나이 테스트 통과한거 맛냐
21.02.15,ㅎㅎ 나보고 힘들내라
21.02.15,개추후 계좌 ㄱ
21.02.14,머스크형 답변떴음.jpg
21.02.14,지금 장이 안무서운 이유
21.02.14,(유출) 빗갤 상승 하락 패턴....txt
21.02.14,코린이색기들 다들어와라 ㅈㄴ 답답하네
21.02.14,오늘 회사에서 코인 많이 올랐다해서 3년만에 업비트다운로드했다
21.02.14,■■학식고래■■ 당첨자발표!
21.02.14,구제간다 8명 12만원씩 빠르게
21.02.14,리플 예언 하나 한다
21.02.14,SES는 리플못이긴다.리플먹은거 통크게 쏜다 10명 50만원
21.02.14,한 몇일 대불장 경험했다고 습관처럼
21.02.14,100만원 기부하고 코인판 떠나련다 총 17명 구제
21.02.14,랜덤 10명 5만원씩 쏜다
21.02.14,[개추부탁] 빗갤 좋은점 ㄹㅇ
21.02.14,[무료나눔] 수익내서 나눠드립니다..jpg
21.02.14,"댓글, 추천 10명 10만원 ㄱ"
21.02.14,"15만원씩 7명, 개추박고 계좌 써라"
21.02.14,선착 계좌 추천 20명 10만원
21.02.14,수익 4억다되어간다 2만원씩 선착순20명
21.02.14,현재 전세계 거래소별 순위 (jpg)
21.02.14,나 여기에서 구걸하다가 20만원얻었다 ㅋㅋㅋ
21.02.14,얼마전에 나눔한 형이다 20명 3만원씩 소소하게 나눔
21.02.14,샌드박스 물린지 25일차 다견뎠다!
21.02.14,선착 10명 10만원
21.02.14,념글 가면 10명 10만
21.02.14,80만원 기부하고 코인판 떠나련다 총 15명 구제
21.02.14,코인 세금 걱정하는새끼들 특징...txt
21.02.14,2000조 형이다 254차 구제간다
21.02.14,1주일 알트코인 수익.jpg
21.02.14,선착순 7명 김대중 자서전 빠르게 에어드랍
21.02.14,랜덤기부)2시까지 1명 50만원
21.02.14,념글 계좌 10명
21.02.14,념글 계좌 10만원
21.02.14,■■학식고래■■ 당첨자발표
21.02.14,진짜 너무 힘들다 어떡하냐 씹알...
21.02.14,■■학식고래■■수익기념 나눔
21.02.14,딱 2명 구제해준다 인증부터간다
21.02.14,호재는 멈출줄 모루노 ㅎㅎ
21.02.14,아니 이게 진짜였네 ㅋㅋㅋㅋㅋㅋㅋ
21.02.14,념글 계좌 5명 5만원
21.02.14,념글 보내라
21.02.14,코인 하락장같은 소리하네 ㅋㅋ
21.02.14,선착순5명 치킨값줄게
21.02.14,100만원 딱 3명 뿌린다
21.02.14,슨트 180% 달성기념 코인나눔
21.02.14,돈복사 ㅅㅂㅋㅋ나눔해야하나
21.02.14,선착7명 7만원 빠르게 뿌림
21.02.14,선착7명 문재인 자서전 에어드랍
21.02.14,비트코인 떡락한다 증거있음
21.02.14,주말기념인증 추천누르고 선착 10명 치킨쏜다~~
21.02.14,9시 경주마 추천.
21.02.14,-5000만원 개념글 가서 놀림받았던 게이다..
21.02.14,본인 '람보르기니 메타' 소개함
21.02.14,13일차 코린이 결산 보고
21.02.14,(인증) SV로 돈벌었다 계좌불러
21.02.14,15번 째 리플글) 리플로 글 쓰는 사람임 볼 사람만 보셈.
21.02.13,긴말안한다 추천박고 댓글에계좌적고 2만원씩 치킨값쏜다
21.02.13,비트코인떡락한다 증거있음
21.02.13,선착순 10명 10만원 개념+ 계좌 ㄱ
21.02.13,빗썸 3년만에 로그인한 결과
21.02.13,학식고래 관종 주작충(증거)
21.02.13,퀴즈맞추면 5만원(쉬움)
21.02.13,오만원도 주면 받음?
21.02.13,긴 말안한다. 계좌 & 댓글 & 개추
21.02.13,■■학식고래■■당첨자발표!
21.02.13,애미뒤진 새끼만 계좌 쳐달어. 10만 5명 쏜다.
21.02.13,오늘 5천 벌었다 계좌 적어라
21.02.13,제일 나이 많은 어르신께 100만원 드립니다.
21.02.13,쎄타퓨엘로 9000벌었다 딱 10만씩 9명 뿌린다
21.02.13,4억 땃다 100만원 구제 단 3명 드간다
21.02.13,1명에게 500 뿌린다
21.02.13,5만원 5명 룰렛 돌려서 구원해준다
21.02.13,지금 상황 요약.jpg
21.02.13,아까 돈보내준다던 50 일용직인데.
21.02.13,아니씨발 술만쳐마시면
21.02.13,랜덤 10명 50씩
21.02.13,500만원 당첨자 발표 (11차)
21.02.13,에이다 1000% 먹었다 계좌남겨라
21.02.13,부모님없으면 계좌랑개추주고가
21.02.13,(긴급)강남아파트 당첨자발표
21.02.13,500만원 당첨자 발표 (10차)
21.02.13,딱 7명 7만원씩 구제
21.02.13,10명 10만원 줄게.
21.02.13,비트코인 폭등한다해서 3년만에 업비트 켜봤다...jpg
21.02.13,(긴급)5억 당첨자발표
21.02.13,하락장은 고점인 니들한테나 하락장이고 ㅋㅋ
21.02.13,총 5백만원 당첨자 발표 (9차)
21.02.13,비트로 1억따고 출금했다 선착순 10명 10만원뽀찌
21.02.13,(긴급)500만원 17차당첨자발표
21.02.13,7백만원 당첨자 발표 (8차)
21.02.13,3차) 현재 6명 뿌렸고 100만원씩 3명 더 뿌림
21.02.13,주식 전문가가본 현 상황 정리
21.02.13,100만원 당첨자 7명 발표 (6차)
21.02.13,500만원 당첨자 발표 (5차)
21.02.13,(긴급) 마지막 나눔 10명에게 10만원씩 주고 끝낸다
21.02.13,짧게말함ㆍ계좌적어ㆍ선착순 50
21.02.13,200만원 당첨자 발표 (4차)
21.02.13,나. 눔. 개. 추. 선착순5명
21.02.13,10명 5만원뿌린다 계좌적어라
21.02.13,200만원 당첨자 발표 (3차)
21.02.13,(긴급)523만원 16차 발표
21.02.13,랜덤 10명 5만원 도와줄게
21.02.13,200만원 당첨자 발표 (2차)
21.02.13,(긴급) 500만원 19차 당첨자
21.02.13,(긴급)500만원 15차당첨자발표
21.02.13,(긴급)500만원 13차당첨자발표
21.02.13,(긴급)500만원 13차당첨자발표
21.02.13,(긴급)500만원 12차당첨자발표
21.02.13,(긴급)500만원 11차당첨자발표
21.02.13,(긴급)500만원 10차당첨자발표
21.02.13,(긴급)500만원 9차당첨자발표
21.02.13,(긴급)500만원 8차당첨자발표
21.02.13,(긴급)500만원 7차당첨자발표
21.02.13,(긴급)500만원 6차당첨자발표
21.02.13,(긴급)500만원 5차당첨자발표
21.02.13,(긴급)500만원 4차당첨자 발표
21.02.13,(긴급)500만원 3차당첨자 발표
21.02.13,스텔라 4년만에 구조됐다 씨발ㅋㅋㅋㅋㅋㅋㅋ
21.02.13,(긴급)500만원 2차당첨자발표
21.02.13,(긴급)500만원 당첨자 발표
21.02.13,폴라 3천먹었다
21.02.13,■■학식고래■■ 수익기념 나눔
21.02.13,자 빠르게 선착순 10명
21.02.13,☆☆ 뭐준다는놈들중 주는놈 못봤다 ☆☆ 나말고 ㄹㅇ...
21.02.13,업비트 2주일만에 깔았는데 수익률 ㅋㅋㅋㅋㅋㅋ와
21.02.13,100만원 5명 구제간다
21.02.13,업비트 터져서좀 쉴란다 계좌남겨라 선착10명 2만원씩
21.02.13,업비트 사무실로 바로 뛰어갔다
21.02.13,시빅 흑우들 구제간다 계좌남겨라 찐이다
21.02.13,현재갤상황.jpg
21.02.13,5명 구제간다
21.02.13,■■학식고래■■ 당첨자 발표3
21.02.13,시빅 운좋앗다. 선착순 10명. 계좌적어라
21.02.13,시빅 1500% 수익 기념 5만씩 총10명 추첨
21.02.13,2조번 형인데 념글 개추 존나안박혀서 안쏜다 ㅆㅂ
21.02.13,선착순 10명 계좌 댓 ㄱㄱ
21.02.13,2조 벌었다ㄷㄷ 선착순 아니고 내맘에드는 10명 1억씩 쏜다
21.02.13,주식장 안열어서 코인해본거 ㅋㅋ 랜덤 10명 5만원씩 ㄱㅈ
21.02.13,시드 2천으로 200만 벌었다 치킨값 5마리 랜덤으로 쏜다
21.02.13,30씩 30명 쏜다 시빅으로 9천 벌었다
21.02.13,리또속 리또속할때 과감히 타는거다 5명 20만원씩 쏜다
21.02.13,수익 1000퍼센트 ㅇㅇ 5명 선착순
21.02.13,선착순 10명 5만원씩 드려요
21.02.13,■■학식고래■■당첨자 발표2
21.02.13,■■학식고래■■당첨자발표
21.02.13,비트대장 3년투자기.txt
21.02.13,아까 5만원이벤트 당첨자 발표 할게요
21.02.13,걍 벌만큼 벌었으니 빠집니다 아까 계좌단분은 입금다했구요
21.02.13,■■학식고래■■마지막나눔 2명 50만원씩
21.02.13,■■학식고래■■ 3차 나눔 3명 20만원씩
21.02.13,두당 5만원 5명만 구원해준다
21.02.13,■■학식고래■■ 2차나눔 5명 10만원씩
21.02.13,■■학식고래■■ 1차나눔 3명 10만원씩
21.02.13,시빅 물리면 좆되는 이유...jpg
21.02.13,기분좋으니까 줄서봐라
21.02.13,긴말안함
21.02.13,치킨 쏩니다.
21.02.13,야 불장에 못먹은 개 병신 흑우도 있냐? ㄹㅇ?? ㅋㅋ
21.02.13,만프로 수익인증 10만원 열명 구제
21.02.13,씹불장에 못먹은 흑우 구제해준다
21.02.13,나는 전설이다.... ㅅㅂ
21.02.13,아... 나는 좆창 인생인듯 ㅋㅋㅋㅋㅋ
21.02.13,5만씩 5명 구제간다
21.02.13,코인졸업한 학식이다 댓글 10명뽑아서 100만원쏨
21.02.13,형 왔다 계좌 채워준다
21.02.13,비트코인 차트분석했다.jpg
21.02.13,잠 안오면 개추
21.02.13,이시간에 떨어질까봐 매도 타임 보고있는 빗붕이 개념박아라ㅋ
21.02.13,야이 씨발거지새끼들아 개추랑 댓글박아
21.02.13,사진첨부) 리플 sec 합의내용 오피셜 떴다!! 존버들 축축!!
21.02.13,비순이 오늘 생일인데 념글 괜찮겠습니까?
21.02.12,현재 비트코인 상황.....jpg
21.02.12,코인판뜹니다...소액나눔 10만원
21.02.12,돈 다 잃고 진짜 간절한 놈들 있냐
21.02.12,여기가 무슨 씨발 나눔갤이냐 병신들아 적당히해
21.02.12,아니 이런장에서 대출도 안받는 녀석들은 뭐야?
21.02.12,2차 1명 50만원 ㄱ
21.02.12,여자한테만 돈준다는 게이한테 카톡해봄.jpg
21.02.12,코인대떡락장 와도 상관없는이유 ..real
21.02.12,폴카닷이 다른 코인이랑 제일 다른점 설명.txt
21.02.12,13번째 리플 글) 리플 소송 간단 요약과 상황 정리.-스왑주의
21.02.12,나 2017년에 충전해서 에이다 샀었더즌 이거뭐냐
21.02.12,3년전에 시드 2억으로 시작 수익률 공개
21.02.12,나눔9차) 당첨자 발표 및 10차 시작
21.02.12,추천해주고 계좌적어줘 10명 만원 줄게
21.02.12,나눔8차) 나눔 한다.
21.02.12,세뱃돈 한사람만보내드림
21.02.12,나눔) 10명 100만원씩 댓글에 계좌랑 문재인씨발놈 달아라
21.02.12,나눔 8차) 마지막 나눔간다
21.02.12,나눔7차) 7차나눔 간다.
21.02.12,나눔6차) 5차 결과발표
21.02.12,나눔5차) 100만원의 주인공 발표한다.
21.02.12,나눔 4차) 결과발표 및 중대사항 전달
21.02.12,비트코인을 누가 인정하냐 병신들 ㅋㅋㅋㅋ (News)
21.02.12,나눔3차) 드루와 드루와
21.02.12,나눔 2차) 다시 나눔 간다.
21.02.12,나눔) 10만원 5명 나눔한다.
21.02.12,10만 5명 뿌리고 코인판 떠난다
21.02.12,3차나눔) 이번엔 20명 20만원씩 나눔합니다.
21.02.12,아까 10만원 당첨자 계좌가 없다고 뜨냐 ㅅㅂ
21.02.12,념글시 선착 15人 5만원 ㄲ
21.02.12,1명 200만 추첨완료! 찐막 400 나눔
21.02.12,100만원 10명 추첨한다
21.02.12,1명 100만 추첨완료 마지막 200만 간다
21.02.12,설기념 뽀찌 뿌린다
21.02.12,1명 100만원 추첨 완료 마지막 1명 더간다
21.02.12,●개잡코인 3년 존버결과다 븅신들아 꺼억ㅋㅋㅋㅋㅋ
21.02.12,(수익인증) 설날기념 념글보내고 댓글달아라
21.02.12,5일동안 2천 → 1억달성 기념 10만씩 추첨 10명
21.02.12,리플...좆됐는데?.gisa
21.02.12,코인판 탈출기념 50명! 인당 2만원씩!
21.02.12,딱 한명 1억 드립니다.
21.02.12,10명 추첨 완료 재밌네 20명 한번더 갈께
21.02.12,코인판뜬다 10명추첨 1만원씩
21.02.12,념글가면 3명 10만원 쏜다 ㅇㅇ
21.02.12,[코인기초] 초보나 맨날 고점에 사서 저점에 파는 놈들만 읽어라
21.02.12,개추박고 계좌적어라 몇명 구재해준다
21.02.12,600먹었다 개추박고 계좌 써놔라
21.02.12,■■■■학식고래형이다■■■■
21.02.12,ㄹㅇ 깝치지말고 장투가 답인이유.txt
21.02.12,비트코인계의 미래를 내다본 전설.real
21.02.12,선착12명 와라
21.02.12,인증)10명 계좌불러
21.02.12,코인 중독자 그 자체인 사람.jpg
21.02.12,4회차나눔) 5명 추첨 100만원 지급
21.02.12,5명 추첨 각 200만원
21.02.12,딱 한명 1억 드립니다
21.02.12,선착순 20명 1ETC 뿌린다 총 20ETC 에어드랍
21.02.12,11번째 리플글+수익인증) 리플 시나리오 정확하게 쓴 사람이다
21.02.12,코인 시작하고 인생이 ㄹㅇ 달라짐...txt
21.02.12,개추박고 계좌적으셈 5명 빠르게구제함...TXT
21.02.12,시그니엘 인증 계좌 남겨라
21.02.12,에이다 1500% 수익기념 100만 랜덤 10명
21.02.12,념글가면 선착 50명 5만원구제 ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ
21.02.12,비체인 다팔기로 결정함
21.02.12,딱 한명 1억 드립니다
21.02.12,3회차나눔) 20명 10만원 나눔
21.02.12,상승장인데 잃은 흑우들을 위한 이벤트 / 5만원 10명 뿌린다
21.02.12,펌핑후 재진입에 대해서 코린이들 팁준다
21.02.12,딱 한명 1억 드립니다
21.02.12,절대 김치코인은 사지마라
21.02.12,10일 전에 2억으로 10억 만들었다고 개념간 사람이다.(인증)
21.02.12,선착순 10명 계좌적고 개추눌러(에이다로 5억땡김)
21.02.12,오늘 할머니가 한 말때매 잠이 안온다
21.02.12,방금 단타로 4천만 땡겨서 10명만 30만원 쏠께
21.02.12,딱 한명 1억 드립니다.
21.02.12,☆☆☆☆ 나보다 고수있냐? 개추박아라
21.02.12,따봉도치야 벌게해줘서 고맙다......10명 10만원간다
21.02.12,설날 기념 세뱃돈 준다 100명한테 50만원씩 쏜다
21.02.12,10억목표달성 약속대로 선착100명 2만원씩ㄱ
21.02.12,아까 오후 1시 나눔완료 2차나눔 이벤트
21.02.12,2차나눔) 여자만 계좌달어.
21.02.11,이병신같은 코인 두번다시안한다
21.02.11,개념글 100만원씩 168명 다 보냈다
21.02.11,진짜 2017년에 코인했던경험이 독임 ㄹㅇ
21.02.11,2018년 당시 유시민 발언.jpg
21.02.11,궁금해서 코인 아무거나 만원씩 다 사봄
21.02.11,10시반 추첨 5명 10만원 념글보내놔 수익첨부
21.02.11,인증글 ) 1600 수익 세뱃돈나눔간다.
21.02.11,개추 박고 계좌 설 용돈 지금
21.02.11,이거 복구가능한가요.... 3년전에 뭣모르고 샀던것들인데
21.02.11,매도벽 뚫어보자
21.02.11,SNS 난리난 남친 차 쳐박은 한녀... .JPG
21.02.11,에이다...좆됐다.jpg
21.02.11,인증) 주식 대박났다 ㅋㅋ 선착순 10명 개추처박고 계좌 ㄱ
21.02.11,엔진 743원 탑승~ 1000원가즈아~
21.02.11,아까 종목추천해준형이다 다시 종목추천함
