"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 11월 10일","7,240,000","7,249,000","7,293,000","7,231,000","86.12K","-0.11%"
"2018년 11월 09일","7,248,000","7,293,000","7,329,000","7,211,000","71.49K","-0.62%"
"2018년 11월 08일","7,293,000","7,309,000","7,341,000","7,240,000","56.12K","-0.23%"
"2018년 11월 07일","7,310,000","7,240,000","7,363,000","7,223,000","76.36K","0.97%"
"2018년 11월 06일","7,240,000","7,198,000","7,259,000","7,187,000","87.24K","0.57%"
"2018년 11월 05일","7,199,000","7,220,000","7,253,000","7,187,000","122.54K","-0.30%"
"2018년 11월 04일","7,221,000","7,148,000","7,266,000","7,134,000","90.26K","1.02%"
"2018년 11월 03일","7,148,000","7,181,000","7,190,000","7,110,000","74.18K","-0.46%"
"2018년 11월 02일","7,181,000","7,179,000","7,238,000","7,152,000","88.64K","0.04%"
"2018년 11월 01일","7,178,000","7,160,000","7,200,000","7,147,000","92.26K","0.22%"
"2018년 10월 31일","7,162,000","7,144,000","7,203,000","7,086,000","81.67K","0.28%"
"2018년 10월 30일","7,142,000","7,106,000","7,198,000","7,102,000","65.40K","0.51%"
"2018년 10월 29일","7,106,000","7,259,000","7,273,000","7,093,000","73.57K","-2.11%"
"2018년 10월 28일","7,259,000","7,290,000","7,306,000","7,251,000","38.97K","-0.43%"
"2018년 10월 27일","7,290,000","7,275,000","7,301,000","7,255,000","66.24K","0.16%"
"2018년 10월 26일","7,278,000","7,271,000","7,316,000","7,235,000","57.44K","0.10%"
"2018년 10월 25일","7,271,000","7,285,000","7,310,000","7,234,000","76.77K","-0.18%"
"2018년 10월 24일","7,284,000","7,270,000","7,330,000","7,265,000","65.63K","0.19%"
"2018년 10월 23일","7,270,000","7,298,000","7,329,000","7,250,000","71.97K","-0.38%"
"2018년 10월 22일","7,298,000","7,315,000","7,347,000","7,270,000","51.48K","-0.21%"
"2018년 10월 21일","7,313,000","7,319,000","7,363,000","7,299,000","40.65K","0.04%"
"2018년 10월 20일","7,310,000","7,302,000","7,352,000","7,272,000","39.57K","0.11%"
"2018년 10월 19일","7,302,000","7,336,000","7,378,000","7,280,000","45.70K","-0.46%"
"2018년 10월 18일","7,336,000","7,334,000","7,398,000","7,318,000","33.81K","0.03%"
"2018년 10월 17일","7,334,000","7,372,000","7,380,000","7,288,000","29.52K","-0.52%"
"2018년 10월 16일","7,372,000","7,411,000","7,469,000","7,327,000","33.67K","-0.53%"
"2018년 10월 15일","7,411,000","7,196,000","7,875,000","7,165,000","27.34K","2.97%"
"2018년 10월 14일","7,197,000","7,194,000","7,256,000","7,170,000","33.18K","0.04%"
"2018년 10월 13일","7,194,000","7,195,000","7,217,000","7,167,000","30.94K","-0.04%"
"2018년 10월 12일","7,197,000","7,194,000","7,283,000","7,160,000","31.80K","-0.03%"
"2018년 10월 11일","7,199,000","7,467,000","7,475,000","7,158,000","26.18K","-3.59%"
"2018년 10월 10일","7,467,000","7,522,000","7,522,000","7,388,000","31.38K","-0.73%"
"2018년 10월 09일","7,522,000","7,540,000","7,570,000","7,487,000","32.60K","-0.24%"
"2018년 10월 08일","7,540,000","7,491,000","7,584,000","7,461,000","29.95K","0.65%"
"2018년 10월 07일","7,491,000","7,499,000","7,521,000","7,432,000","22.88K","-0.11%"
"2018년 10월 06일","7,499,000","7,497,000","7,525,000","7,441,000","23.61K","0.03%"
"2018년 10월 05일","7,497,000","7,469,000","7,550,000","7,425,000","24.33K","0.37%"
"2018년 10월 04일","7,469,000","7,395,000","7,522,000","7,370,000","25.51K","1.16%"
"2018년 10월 03일","7,383,000","7,375,000","7,401,000","7,291,000","26.68K","0.16%"
"2018년 10월 02일","7,371,000","7,364,000","7,418,000","7,331,000","27.51K","0.10%"
"2018년 10월 01일","7,364,000","7,417,000","7,461,000","7,300,000","28.91K","-0.71%"
"2018년 09월 30일","7,417,000","7,370,000","7,417,000","7,327,000","29.00K","0.64%"
"2018년 09월 29일","7,370,000","7,425,000","7,425,000","7,260,000","29.27K","-0.74%"
"2018년 09월 28일","7,425,000","7,460,000","7,551,000","7,330,000","28.25K","-0.47%"
"2018년 09월 27일","7,460,000","7,310,000","7,500,000","7,255,000","34.61K","2.05%"
"2018년 09월 26일","7,310,000","7,295,000","7,394,000","7,250,000","37.32K","0.19%"
"2018년 09월 25일","7,296,000","7,431,000","7,431,000","7,250,000","36.74K","-1.82%"
"2018년 09월 24일","7,431,000","7,510,000","7,555,000","7,410,000","32.05K","-1.05%"
"2018년 09월 23일","7,510,000","7,521,000","7,600,000","7,480,000","33.96K","-0.15%"
"2018년 09월 22일","7,521,000","7,539,000","7,645,000","7,406,000","33.26K","-0.01%"
"2018년 09월 21일","7,522,000","7,293,000","7,593,000","7,255,000","39.69K","3.13%"
"2018년 09월 20일","7,294,000","7,249,000","7,350,000","7,182,000","38.76K","0.62%"
"2018년 09월 19일","7,249,000","7,233,000","7,385,000","7,008,000","36.51K","0.22%"
"2018년 09월 18일","7,233,000","7,194,000","7,272,000","7,135,000","35.36K","0.54%"
"2018년 09월 17일","7,194,000","7,343,000","7,400,000","7,112,000","34.57K","-2.03%"
"2018년 09월 16일","7,343,000","7,370,000","7,389,000","7,240,000","33.94K","-0.37%"
"2018년 09월 15일","7,370,000","7,352,000","7,415,000","7,306,000","34.03K","0.24%"
"2018년 09월 14일","7,352,000","7,373,000","7,456,000","7,264,000","34.13K","0.07%"
"2018년 09월 13일","7,347,000","7,251,000","7,398,000","7,251,000","34.69K","1.32%"
"2018년 09월 12일","7,251,000","7,223,000","7,280,000","7,150,000","35.74K","0.07%"
"2018년 09월 11일","7,246,000","7,259,000","7,375,000","7,127,000","34.99K","-0.14%"
"2018년 09월 10일","7,256,000","7,244,000","7,369,000","7,199,000","34.69K","0.36%"
"2018년 09월 09일","7,230,000","7,202,000","7,430,000","7,125,000","36.38K","0.37%"
"2018년 09월 08일","7,203,000","7,393,000","7,479,000","7,116,000","35.18K","-2.57%"
"2018년 09월 07일","7,393,000","7,502,000","7,558,000","7,288,000","37.00K","-1.65%"
"2018년 09월 06일","7,517,000","7,677,000","7,720,000","7,288,000","38.34K","-2.08%"
"2018년 09월 05일","7,677,000","8,285,000","8,348,000","7,652,000","35.64K","-7.37%"
"2018년 09월 04일","8,288,000","8,117,000","8,288,000","8,111,000","33.76K","2.11%"
"2018년 09월 03일","8,117,000","8,131,000","8,160,000","8,032,000","33.75K","0.07%"
"2018년 09월 02일","8,111,000","8,006,000","8,180,000","7,923,000","33.04K","1.31%"
"2018년 09월 01일","8,006,000","7,891,000","8,047,000","7,859,000","33.27K","1.73%"
"2018년 08월 31일","7,870,000","7,858,000","7,930,000","7,772,000","33.73K","0.15%"
"2018년 08월 30일","7,858,000","7,826,000","7,932,000","7,676,000","32.37K","0.42%"
"2018년 08월 29일","7,825,000","7,858,000","7,940,000","7,728,000","34.69K","-0.06%"
"2018년 08월 28일","7,830,000","7,713,000","7,890,000","7,667,000","35.49K","1.69%"
"2018년 08월 27일","7,700,000","7,540,000","7,712,000","7,498,000","21.87K","2.11%"
"2018년 08월 26일","7,541,000","7,589,000","7,665,000","7,450,000","15.99K","-0.84%"
"2018년 08월 25일","7,605,000","7,578,000","7,690,000","7,511,000","17.08K","0.36%"
"2018년 08월 24일","7,578,000","7,440,000","7,600,000","7,351,000","1.71K","1.79%"
"2018년 08월 23일","7,445,000","7,278,000","7,497,000","7,277,000","1.39K","2.32%"
"2018년 08월 22일","7,276,000","7,408,000","7,790,000","7,196,000","3.23K","-1.78%"
"2018년 08월 21일","7,408,000","7,262,000","7,449,000","7,248,000","1.28K","2.01%"
"2018년 08월 20일","7,262,000","7,440,000","7,490,000","7,240,000","1.24K","-2.39%"
"2018년 08월 19일","7,440,000","7,421,000","7,516,000","7,303,000","0.81K","0.55%"
"2018년 08월 18일","7,399,000","7,501,000","7,580,000","7,296,000","1.25K","-1.36%"
"2018년 08월 17일","7,501,000","7,342,000","7,535,000","7,312,000","1.95K","2.17%"
"2018년 08월 16일","7,342,000","7,318,000","7,479,000","7,259,000","1.50K","0.26%"
"2018년 08월 15일","7,323,000","7,247,000","7,634,000","7,231,000","2.26K","1.05%"
"2018년 08월 14일","7,247,000","7,389,000","7,391,000","6,959,000","3.17K","-1.92%"
"2018년 08월 13일","7,389,000","7,386,000","7,638,000","7,280,000","2.00K","0.05%"
"2018년 08월 12일","7,385,000","7,313,000","7,552,000","7,250,000","1.03K","0.98%"
"2018년 08월 11일","7,313,000","7,220,000","7,580,000","7,111,000","1.98K","1.29%"
"2018년 08월 10일","7,220,000","7,546,000","7,619,000","7,051,000","2.58K","-4.32%"
"2018년 08월 09일","7,546,000","7,316,000","7,666,000","7,220,000","2.29K","3.14%"
"2018년 08월 08일","7,316,000","7,774,000","7,774,000","7,201,000","3.40K","-5.60%"
"2018년 08월 07일","7,750,000","7,975,000","8,210,000","7,720,000","2.71K","-2.85%"
"2018년 08월 06일","7,977,000","8,080,000","8,208,000","7,900,000","1.82K","-1.27%"
"2018년 08월 05일","8,080,000","8,058,000","8,193,000","7,931,000","1.70K","0.27%"
"2018년 08월 04일","8,058,000","8,474,000","8,582,000","7,980,000","2.32K","-4.91%"
"2018년 08월 03일","8,474,000","8,674,000","8,674,000","8,343,000","1.82K","-2.31%"
"2018년 08월 02일","8,674,000","8,685,000","8,806,000","8,560,000","1.48K","-0.13%"
"2018년 08월 01일","8,685,000","8,735,000","8,775,000","8,450,000","1.99K","-0.57%"
